Class of Assets,Gross Block,,,,Accumulated Depreciation,,,,Net Block
,"As at
April 1, 2022",Additions,Deductions,"As at
March 31, 2023","Upto
April 1, 2022",For the year,Deductions,"Upto
March 31, 2023","As at
March 31, 2024"
Goodwill,31.26,-,-,3 1.26,-,-,-,-,31.26
Total,31.26,-,-,3 1.26,-,-,-,-,31.26
