Particulars,Outstanding for the following period from due date of payments,,,,,
,Not Due,Less than 1 year,1-2 years,2-3 years,"More than 03
Years",Total
(I) Micro and Small Enterprises,6 6.30,24.09,-,-,-,9 0.39
(II) Others (including Acceptances),"2 ,802.33",520.13,2 0.15,3.28,-,"3 ,345.89"
(III) Disputed dues - Micro and Small Enterprises,-,-,-,-,-,-
(IV) Disputed dues -Others,-,-,-,-,-,-
Total,"2,868.63",544.22,2 0.15,3.28,-,"3,436.28"
