Particulars,"For the period ended
September 30, 2025","For the year ended
March 31, 2025","For the year ended
March 31, 2024","For the year ended
March 31, 2023"
"India
Outside India","7,635.21
807.70","11,434.51
1,439.34","10,280.12
1,241.49","10,315.17
1,717.92"
Total,"8,442.91","12,873.85","11,521.61","12,033.09"
