Class of Assets,Gross Block,,,,Accumulated Amortisation,,,,Net Block
,"As at
April 1, 2024",Additions,Deductions,"As at
March 31, 2025","Upto
April 1, 2024",For the year,On deductions,"Upto
March 31, 2025","As at
March 31, 2025"
Computer softwares,41.97,5.71,-,47.68,3 2.22,6 .26,-,38.48,9.19
Patent,16.10,0.99,-,17.09,6 .15,3.34,-,9.49,7.60
Registration,-,0.17,-,0.17,-,0.02,-,0.02,0.15
Total,5 8.07,6.87,-,64.94,3 8.37,9 .63,-,4 8.00,1 6.94
