Class of Assets,Gross Block,,,,Accumulated Depreciation,,,,Total
,"As at
April 1, 2022",Additions,Deductions,"As at
March 31, 2023","Upto
April 1, 2022",For the year,Deductions,"Upto
March 31, 2023","As at
March 31, 2023"
Leasehold land,680.63,40.51,-,7 21.14,25.00,4 .13,-,29.13,692.01
Total,680.63,40.51,-,7 21.14,25.00,4.13,-,29.13,692.01
