Class of Assets,Gross Block,,,,Accumulated Depreciation,,,,Total
,"As at
April 1, 2024",Additions,Deductions,"As on
March 31, 2025","Upto
April 1, 2024",For the year*,Deductions,"Upto
March 31, 2025","As at
March 31, 2025"
Leasehold land,718.60,1 .71,-,7 20.31,33.23,4.47,-,37.70,682.61
Offices,13.32,-,-,1 3.32,1.70,2.65,-,4.35,8.97
Total,731.92,1 .71,-,7 33.63,34.93,7.12,-,42.05,691.58
