Year,Revenue,Profit,TotalAssets,TotalLiabilities,Equity,TotalDebt,DebtEquityRatio,NetProfitMargin,ROA,RevenueGrowth,ProfitGrowth
2023,446.2,4577.17,1072.0,,33167.5,7571.18,0.22827104846611895,1025.8112953832363,426.9748134328358,,
2024,526.55,-8054.5,10890.09,,25426.36,20681.1,0.8133724213768703,-1529.6742949387524,-73.96173952648692,18.007619901389504,-275.9711786977543
2025,689.29,18243.73,12520.98,,48553.47,15964.86,0.32880986673043144,2646.7423000478752,145.70528824421092,30.906846453328264,-326.50356943323607
