"As at April 01, 2022",2.23,9 0.45,4 .79,3 .71,1 2.23,2 91.13,6 .26,9 .60,4 20.40
"Additions
Disposal/Transfer","1 6.13
-","2 6.83
-","4 .12
-","4 .86
-","3 5.15
-","1 63.02
-","8 .49
-","8 .85
-","2 67.45
-"
"As at March 31, 2023",1 8.36,1 17.28,8 .91,8 .57,4 7.38,4 54.15,1 4.75,1 8.45,6 87.85
"Additions
Disposal/Transfer","-
-","6 37.50
-","3 .25
-","1 6.92
-","9 0.68
-","6 56.85
( 21.74)","7 5.73
-","1 3.99
( 0.46)","1 ,494.92
(22.20)"
"As at March 31, 2024",1 8.36,7 54.78,1 2.16,2 5.49,1 38.06,"1 ,089.26",9 0.48,3 1.98,"2 ,160.57"
"Additions
Disposal/Transfer","3 8.76
-","3 3.18
-","3 .22
-","1 4.98
-","1 8.34
-","3 99.34
-","2 0.50
-","2 1.65
-","5 49.97
-"
"As at March 31, 2025",5 7.12,7 87.96,1 5.38,4 0.47,1 56.40,"1 ,488.60",1 10.98,5 3.63,"2 ,710.54"
"Additions
Disposal/Transfer","0.51
-","1 1.15
-","6 .13
-","7 .77
-","3 .37
-","4 20.61
-","2 1.49
-","1 9.70
-","4 90.73
-"
"As at September 30, 2025",5 7.63,7 99.11,2 1.51,4 8.24,1 59.77,"1 ,909.21",1 32.47,7 3.33,"3 ,201.27"
