"Salaries, wages and bonus
Contribution to provident fund and other funds
Gratuity expense (Refer note:38)
Leave encashment
Staff welfare expenses","31.16
0.89
0.53
0.28
0.66","28.35
1.39
5.26
0.09
2.51","22.09
1 .25
0 .67
-
1 .53","18.80
1.12
0.59
-
1.22"
Total,3 3.52,3 7.60,2 5.54,21.73
