Revenue from sale of ornaments (net of discount),"1,567.18","2,581.83","1,956.34","1,988.48"
Total,"1 ,567.18","2 ,581.83","1 ,956.34","1 ,988.48"
"India
Rest of the world","1 ,567.18
-","2,581.83
-","1 ,956.34
-","1 ,988.48
-"
Total,"1 ,567.18","2 ,581.83","1 ,956.34","1,988.48"
Point in time (delivery to customer),"1,567.18","2,581.83","1,956.34","1,988.48"
Revenue as per contract price,"1,567.18","2,581.83","1,956.34","1,988.48"
"Interest income on fixed deposits
Interest income on treasury bills
Dividend income
Net gain on sale of investments
Profit on sale of investment property
Miscellaneous Income","3.95
-
-
-
-
0.04","3.26
-
0.37
-
4.71
0.89","3.97
0.33
0.53
0.93
-
0.26","3 .93
-
0 .44
0 .50
-
0 .12"
Total,3 .99,9 .23,6 .02,4 .99
