"Commission expenses
Advertisement expenses
Utility charges
Electricity expenses
Repairs and maintenance
Legal and professional fees
Credit card commission
Security services
Sales promotion
Travelling and conveyance
Freight charges
Insurance
Payment to auditors (refer note below)
Pre-incorporation expenses
Directors' sitting fees
Space Facility Charges
Miscellaneous expenses","62.13
1.11
-
-
0.38
2.36
3.21
-
-
-
2.86
0.86
0.61
-
0.16
1.35
1.47","30.33
13.02
7.67
3.56
6.93
4.17
5.77
1.96
1.19
0.74
0.66
0.64
0.55
1.09
-
-
3.01","-
1 3.01
7 .85
3 .49
7 .52
1 .82
4 .17
2 .02
1 .31
0 .82
1 .07
0 .57
0 .25
-
-
-
2 .47","-
1 3.39
7 .26
3 .31
7 .59
1 .66
4 .50
1 .83
1 .30
0 .83
1 .00
0 .60
0 .25
-
-
-
2 .21"
Total,7 6.50,8 1.29,4 6.37,45.73
