"Authorised share capital
3,00,00,000 equity shares of INR 10/- each
Issued, subscribed and fully paid Up
(September 2025: 2,18,66,400 equity shares of INR 10/-each fully paid up)
(March 31 2025 : 48,59,200 equity shares of INR 10/- each fully paid up)
(March 31 2024 : NIL)
(March 31 2023 : NIL)
Partner's capital account","3 00.00
2 18.66
-","3 00.00
48.59
-","-
-
91.44","-
-
87.25"
Total,2 18.66,48.59,91.44,87.25
