Working capital demand loan from bank,"1,302.49",906.50,-,-
"Increase in borrowing rates by 50 basis points
Impact on profits – Increase/(decrease)
Impact on equity (net of tax) – Increase/(decrease)
Decrease in borrowing rates by 50 basis points
Impact on profits – Increase/(decrease)
Impact on equity (net of tax) – Increase/(decrease)","(6.51)
(4.87)
6.51
4.87","(4.53)
(3.39)
4.53
3.39","-
-
-
-","-
-
-
-"
