"Depreciation on property, plant and equipment
Depreciation on investment property
Amortisation of intangible assets
Amortisation on right-of-use assets","0.51
-
0.15
1.47","0.10
0.07
0.01
0.15","-
0 .10
-
-","-
0 .10
-
-"
Total,2 .13,0 .33,0.10,0 .10
