"Total outstanding dues of micro enterprises and small enterprises
(Refer note: 19.1)
Total outstanding dues of creditors other than micro enterprises
and small enterprises","213.51
663.13","49.54
275.28","42.63
148.89","4.18
78.54"
Total,8 76.64,3 24.82,191.52,82.72
