"Interest on
- Working capital demand loan
- Bank overdarft
Bank Charges
Interest on Lease liability
Loan processing fees
Interest on Unsecured Loan","37.42
-
0.03
0.61
3.01
0.49","9.63
-
0.34
0.04
2.90
-","-
0 .17
0 .38
-
-
-","-
0.03
0.39
-
-
-"
Total,4 1.56,1 2.91,0.55,0 .42
