"Statutory dues payable
Contract liabilities","2.16
70.22","2 .07
14.70","-
-","-
-"
Total,72.38,16.77,-,-
"Trade receivables
Contract liabilities (refer note: 21)","11.91
70.22","1.57
14.70","-
-","-
-"
