"Assumption:
Discount rate
Salary escalation
Withdrawal rates
Retirement age
Weighted average duration of defined benefit obligation
Reconciliation of opening and closing balances of the present
value of the defined obligation:
Defined benefit obligation at the beginning of period
Net current service cost
Interest cost
Past service cost
Transfer (out)/in
Benefit paid
Remeasurements - actuarial (gain)/loss on obligations
Closing defined benefit obligation at the end of the year
Expense recognized in restated statement of profit and loss:
Current service cost
Net interest on the net defined benefit
Past service cost
Expenses recognised in the restated statement of profit & loss
Amounts recognised in OCI at the beginning of the year
Remeasurements due to :
Effect of change in financial assumptions
Effect of change in demographic assumptions
Effect of experience adjustments
(Gain)/loss on curtailments/settlements
Total remeasurement recognized in OCI
Amounts recognised in OCI at the end of the year
Reconciliation of amount recognised in Balance sheet
Balance sheet liability at the beginning of the year
Total charge recognised in profit and loss
Transfer (out)/in
Total remeasurement recognised in OCI(Income)/Loss
Benefits paid
Balance sheet liability at the end of the year
Current liability
Non-current liability","6.75% p.a.
8.00% p.a
5.00% p.a at younger
ages reducing to
2.00% p.a % at older
ages
55 & 60 Years
8.73 Years
4.90
0 .37
0 .16
2 .45
(0.08)
0 .21
8.01
0 .37
0 .16
-
0.53
0 .03
-
0 .18
-
0.21
4.90
0 .53
2 .45
0 .21
(0.08)
8.01
2 .22
5 .79","6.79% p.a
8.00% p.a
5.00% p.a at
younger ages
reducing to 2.00%
p.a % at older ages
55 & 60 years
11.92 Years
4.06
5.05
0.22
-
0.08
-
(4.52)
4.90
5.05
0.22
-
5.27
0.10
-
(4.62)
-
-
(4.52)
4.06
5.27
0.08
(4.52)
-
4.90
0.16
4.74","7.20% p.a
8.00% p.a
5.00% p.a at
younger ages
reducing to 2.00%
p.a% at older ages
55 & 60 years
11.64 years
3.25
0.43
0.24
-
-
-
0.14
4.06
0.43
0.24
-
0.67
0.13
-
0.01
-
-
0.14
3.25
0.67
-
0.14
-
4.06
0.14
3.93","7.50% p.a
8.00% p.a
5.00% p.a at
younger ages
reducing to 2.00%
p.a% at older ages
55 & 60 years
11.94 years
2 .72
0 .39
0 .19
-
-
-
(0.05)
3.25
0.39
0.19
-
0.58
(0.09)
-
0.04
-
-
(0.05)
2.72
0.58
-
(0.05)
-
3.25
0.12
3.13"
Total amount of provision,8.01,4.90,4.06,3.25
