"Authorized
6,11,60,088 (31 March 2025: 6,11,60,088; 31 March 2024: 6,11,60,088; 31 March 2023:
6,11,60,088) equity shares of Rs. 10 each
Issued, subscribed and paid up
6,11,60,088 (31 March 2025: 6,11,60,088; 31 March 2024: 6,11,60,088; 31 March 2023:
6,11,60,088) equity shares of Rs. 10 each fully paid
Total equity shares",611.60,6 11.60,611.60,611.60
,611.60,6 11.60,611.60,611.60
,611.60,6 11.60,611.60,611.60
,611.60,6 11.60,611.60,611.60
