"Inventory at the beginning of the period/year
Add: Purchases during the period/year
Less: Inventory at the end of the period/year
Total cost of materials consumed","3 12.23
2 02.30
( 263.81)","241.17
1,093.92
(312.23)","3 20.45
9 48.05
( 241.17)","151.67
1,159.73
(320.45)"
,250.72,"1,022.86","1,027.33",990.95
