"Secured
-Working capital loan (Refer Note i & ii)
-Current maturities of long term loans (Refer Note 20)
Total borrowings","636.48
360.00","1 06.95
3 60.00","311.42
360.00","23.31
-"
,996.48,4 66.95,671.42,23.31
