Particulars,"Change in
USD rate","Effect on profit /
loss
before tax"
"Jun-25
Mar-25
Mar-24
Mar-23","+5%
-5%
+5%
-5%
+5%
-5%
+5%
-5%","6.70
(6.70)
4.16
(4.16)
4.66
(4.66)
4.84
(4.84)"
Particulars,"Change in
EURO rate","Effect on profit /
loss
before tax"
"Jun-25
Mar-25
Mar-24
Mar-23","+5%
-5%
+5%
-5%
+5%
-5%
+5%
-5%","0.25
(0.25)
0.32
(0.32)
0.26
(0.26)
(0.02)
0.02"
Particulars,"Change in
GBP rate","Effect on profit /
loss
before tax"
"Jun-25
Mar-25
Mar-24
Mar-23","+5%
-5%
+5%
-5%
+5%
-5%
+5%
-5%","0.05
(0.05)
-
-
-
-
-
-"
