"Balance with Statutory authorities
Export benefit receivable
Advances to suppliers
Prepaid expenses
Total other current assets","3 7.15
2 .54
3 8.45
2 3.49","64.20
6.14
80.78
37.03","103.68
4.02
72.05
33.85","55.57
2.67
74.11
27.59"
,1 01.63,188.15,213.60,159.94
