"Opening balance
Tax (liability) / asset recognized in Statement of Profit and Loss
Tax (liability) / asset recognized in other comprehensive income (OCI)
On re-measurements gain/(losses) of post-employment benefit obligations
On fair value of investment
Closing balance","( 82.95)
(1.92)
2.71
-","(42.86)
(43.01)
2.92
-","42.52
( 91.01)
5.63
-","37.83
3.17
3.55
(2.03)"
,( 82.16),(82.95),( 42.86),42.52
