"Lease liabilities (Refer note 50)
Total lease liabilities",207.31,2 10.16,226.48,238.37
,207.31,2 10.16,226.48,238.37
"Lease liabilities (Refer note 50)
Total lease liabilities",26.50,2 5.20,21.65,17.92
,26.50,2 5.20,21.65,17.92
