"Number of units :
SBI Banking & PSU Fund*
Total
Amount (Book Value) :
SBI Banking & PSU Fund*
Total",-,-,-,"22,624.74"
,-,-,-,"22,624.74"
,-,-,-,50.00
,-,-,-,50.00
