"Current service cost
Past service cost
Interest cost
Total expenses recognized in the Statement Profit and Loss*","5.31
-
2.41","17.36
-
8.13","12.46
-
6 .05","9.69
4.70
4.40"
,7.72,25.49,18.51,18.79
