"Currenttaxpayable-netofadvancetaxRs.688.28Millions (31March2025:Rs.875.14
Millions; 31 March 2024: Rs.446.19 Millions; 31 March 2023: Rs.718.90 Millions)
Total current tax liabilities (net)",143.10,6 3.25,48.05,38.32
,143.10,6 3.25,48.05,38.32
