"In Fixed deposit accounts with maturity for more
than 12 months from balance sheet date*
Security deposit**
Total other financial assets","6 0.41
1 2.22","0.61
11.93","21.19
10.62","149.13
8.95"
,7 2.63,12.54,31.81,158.08
