"Unpaid dividend account*
InFixeddepositwithmaturityformorethan3monthsbutlessthan12monthsfrom
balance sheet date**
Balance held as margin money against Working Capital loans and Bank Guarantee
Total bank balances other than cash and cash equivalents","4 08.18
7 41.94
1 2.05","-
648.20
12.31","-
658.93
8.54","-
610.76
11.26"
,"1 ,162.17",660.51,667.47,622.02
