"Profit before tax
Income tax expense / (income) at tax rates applicable @25.168%
Tax effects of:
- Permanent difference
- Effect of deferred tax assets/ liabilities recognised in earlier period/year
- Deduction under Chapter VI
- Tax effect of earlier period/year
- Effect of Income on which tax payable u/s 111A and 112A of
Income Tax Act, 1961
- Others
Income tax expense","608.90
153.25
2.65
-
(2.07)
(8.86)
-
-","1,981.48
498.70
3.83
5.17
(9.20)
(7.51)
-
-","1,184.75
298.18
27.77
-
( 6.56)
( 35.19)
( 2.60)
( 1.82)","1,106.59
278.51
(0.06)
-
(11.19)
-
-
(7.68)"
,144.97,490.99,279.78,259.58
