"As at and for the
year ended","Total assets of
subsidiaries
(Rs. in million)","Total revenue of
subsidiaries
(Rs. in million)","Net cash inflow/
(outflow) of
subsidiaries
(Rs. in million)"
"March 31, 2025",39.04,Nil,30.04
