"Payment towards
Superannuation Scheme",Sep-25,Sep-24,Mar-25,Mar-24,Mar-23
"ICICI Prudential AMC Ltd
Employees Group
Superannuation Scheme",0.2,0.2,0 .2,0.2,0.1
