"September 30, 2025",,,,
Funded Plan*,Unfunded Plan,Funded Plan*,,
"739
25
101
-
( 19)
( 38)
( 14)
-
794","30
1
11
-
( 3)
( 1)
2
-
40","553
20
81
7
( 15)
24
(17)
-
653",,
"March 31, 2025",,"March 31, 2024",,
Funded Plan*,Unfunded Plan,Funded Plan*,Unfunded Plan,Funded Plan*
"553
-
40
184
8
( 29)
35
(33)
(19)
739","32
-
2
8
( 8)
( 3)
1
(1)
(1)
30","383
-
29
173
20
( 33)
(26)
6
1
553","47
-
2
8
( 20)
( 0)
(0)
(5)
0
32","296
-
21
127
-
( 33)
(15)
(24)
11
383"
