"As at March 31, 2025",,"As at March 31, 2024",,
Nos,WAEP,Nos,WAEP,Nos
"2 ,496,131
5 45,300
( 129,640)
-
525
( 416,628)
2,495,688","1 ,078
1 ,712
1 ,529
-
2 ,202
810
1,239","2,597,381
220,650
(202,139)
(100)
-
(119,661)
2,496,131","952
2,270
1,021
846
-
621
1,078","2,856,378
261,406
(234,810)
(55,737)
3,000
(232,856)
2,597,381"
"1,391,967",967,"1,352,786",850,"1,056,133"
