,"For the nine months
ended
31 December 2025","For the year ended
31 March 2025","For the year ended
31 March 2024"
"Nature of
activities","Promotion of education,
health care facilities for
women, orphans, old day
homes and day care
centres, environment
sustainability and
protection of flora and
fauna.","Promotion of
education, health care
facilities for women,
orphans, old day
homes and day care
centres, environment
sustainability and
protection of flora and
fauna.","Promotion of education,
health care facilities for
women, orphans, old day
homes and day care centres,
environment sustainability
and protection of flora and
fauna."
