Discount rate (p.a.),6.80%,6.70%,7.11%,7.38%
Salary escalation rate (p.a.),10.00%,10.00%,8.00%,8.00%
Expected rate of return on plan assets,6.80%,7.11%,7.38%,7.19%
Mortality Rate,"IALM (2012-
14) Ult.","IALM (2012-14)
Ult.","IALM (2012-14)
Ult.","IALM (2012-14)
Ult."
Withdrawal Rate,10.00%,13.00%,2.0% to 10.0%,2.0% to 10.0%
Normal Retirement Age,"58 years & 60
years & 62","58 years and 60
years","58 years and 60
years","58 years and 60
years"
Average Future Service,yea8r.s19*,6.91*,20.00*,19.00*
