Particulars,As at,,,
,30/Sep/2025,31/Mar/2025,31/Mar/2024,31/Mar/2023
"[Non-current]
Advance income tax and tax deducted at source
Less: Provision for income tax","320.97
(176.02)","346.18
(134.14)","194.11
(39.47)","99.40
(19.69)"
Total,144.96,212.04,154.64,79.71
