"Details of payment to auditors
Payment to auditors for
Statutory audit
Tax audit
Certification",1.00,"4.25
0.05
0.03","4.10
0.40
-","0.26
0.05
0.16"
,-,,,
,-,,,
Total,1.00,4.33,4.50,0.47
