Particulars,As at,,,
,30/Sep/2025,31/Mar/2025,31/Mar/2024,31/Mar/2023
"[Unsecured]
Balance with government authorities*
Considered good",3.15,-,0.23,0.04
"Advances to related parties#
Considered good","3.15
15.17","-
14.70","0.23
12.34","0.04
0.91"
"Advances to service providers / suppliers
Considered good","1 5.17
41.79","14.70
33.76","12.34
8.34","0.91
9.69"
"Prepaid expenses
Advance income tax and tax deducted at source
Inventory
IPO Related payments
TDS recoverable from vendors","4 1.79
6.08
-
14.09
28.40
1.46","33.76
5.34
-
-
26.83
1.35","8.34
3.59
-
-
-
0.94","9.69
1.54
-
-
-
-"
Total,110.14,81.98,25.44,12.18
