"Cash-on-hand
Balances with banks in:
Current accounts
Deposits account (maturing within a period of 3 months)
Other balances with banks","5.74
3.30
25.30
32.76","3.05
27.80
35.46
4.73","10.03
22.64
0.70
9.63","1.69
0.11
222.24
7.83"
Total,67.10,71.04,43.00,231.87
