"As at April 01, 2022",0.01,-,0.01
"Additions
Disposal/Transfer","-
-","-
-","-
-"
"As at March 31, 2023",0.01,-,0.01
"Additions
Disposal/Transfer","-
-","-
4 .52","-
4.52"
"As at March 31, 2024",0.01,4.52,4.53
"Additions
Disposal/Transfer","-
-","10.27
-","10.27
-"
"As at March 31, 2025",0.01,14.79,14.80
"Additions
Disposal/Transfer","-
-","1.16
-","1.16
-"
"As at September 30, 2025",0.01,15.95,15.96
