"Components of Cash and Cash Equivalents
In Current account with banks
- In India with scheduled banks
Total Cash and Cash Equivalents ( Note 3A)",7 2.5,3 67.3,1 54.4,231.1,314.5
,7 2.5,3 67.3,1 54.4,2 31.1,314.5
