"Net profit after tax as per audited
statement of Profit and Loss","16,177.4","13,271.1","26,506.6","20,497.3","15,157.8"
Adjustments,-,-,-,-,-
"Net profit after tax as per restated
statement of Profit and Loss","16,177.4","13,271.1","26,506.6","20,497.3","15,157.8"
"Total equity as per audited balance
sheet","39,215.6","32,722.8","35,169.4","28,828.4","23,130.6"
Adjustments,-,-,-,-,-
"Total equity as per restated balance
sheet","39,215.6","32,722.8","35,169.4","28,828.4","23,130.6"
