Name of the statute,Nature of dues,"Gross Amount
(` in million)","Amount paid
under Protest
(` in million)","Period to which the
amount relates","Forum where dispute is
pending","Remarks, if
any"
"Service Tax Act,1994",Service Tax,1.9,-,"April 2011 to March
2013","Custom, Excise & Service
Tax Appellate Tribunal",-
