"Descriptio
n
of
property","Gross
carrying
value.
(in ₹
Millions)","Held in
Name of","Whether
promoter,
director
or their
relative
or
employe
e","Period
held –
indicate
range,
where
appropri
ate","Reason for not
being held in
name of the
Company"
,,,,,"Coking Coal
Mines/Coal Mines
Nationalisation Act,
1972 and 1973;
1090.17Ha of land
is related to Coal
Mines Labour
Welfare
Organisation
including Central
Hospital and four
other Hospitals,
Mines Rescue
Stations of
Government of
India, four
Washeries of SAIL,
erstwhile Coal
Board and Central
Jharia Projects
which have been
transferred to the
Company by the
Government of
India; and 5020.01
Ha of land is
acquired under
Land Acquisition
Act, CBA(A&D)"
