"Description
of property","Gross
carrying
value
(₹ in
million)","Held in
name of","Whether
promoter,
director
or their
relative
or
employee","Period held
– indicate
range,
where
appropriate","Reason for not being held in name
of
company"
,,,,,"3.864 Ha of Railway land at Loyabad
station is taken on lease for a period
of 35 years from March 2022."
