"Descriptio
n
of
property","Gross
carrying
value.
(in ₹
Million)","Held in
Name of","Whether
promoter,
director
or their
relative
or
employe
e","Period
held –
indicate
range,
where
appropri
ate","Reason for not
being held in
name of the
Company"
"Freehold
Land",1504.50,"Only in case
of directly
purchased by
the Company
(1079.75 Ha)","Not
Applicabl
e","Different
dates","Out of the total
freehold land of
16381.09 Ha held
in the possession of
BCCL, 9945.88 Ha
of land is under the
category of vested
land through
Coking Coal
Mines/Coal Mines
Nationalisation Act,
1972 and 1973;
1090.17Ha of land
is related to Coal
Mines Labour"
