"Descriptio
n
of
property","Gross
carrying
value.
(in ₹
Million)","Held in
Name of","Whether
promoter,
director
or their
relative
or
employe
e","Period
held –
indicate
range,
where
appropri
ate","Reason for not
being held in
name of the
Company"
,,,,,"Welfare
Organisation
including Central
Hospital and four
other Hospitals,
Mines Rescue
Stations of
Government of
India, four
Washeries of SAIL,
erstwhile Coal
Board and Central
Jharia Projects have
been transferred to
the Company by the
Government of
India; balance land
of 4265.29 Ha of
land is acquired
under Land
Acquisition Act,
CBA(A&D) Act,
Merger of NCDC,
Government
transferred land and
forest diverted land.
Now as per the
notification of the
Government of
India, dated
07.04.2022, the
mutation of those
land acquired
under Coal Mines"
