"Descriptio
n
of
property","Gross
carrying
value.
(in ₹
Million)","Held in
Name of","Whether
promoter,
director
or their
relative
or
employe
e","Period
held –
indicate
range,
where
appropri
ate","Reason for not
being held in
name of the
Company"
,,,,,"(Nationalization)
Act 1972 & 1973
as well as Coal
Bearing Areas
(Acquisition &
Development) Act
1957, are required
to be mutated with
respective State
Governments in
the name of the
Company. But the
said mutation, has
not yet been
completed.
3. In case of
directly purchased
lands of 1,079.75
Ha by the
Company, proof of
mutations in favour
of the Company
could not be
produced for our
verification by the
Estate Department
of Head Quarter.
4.Further, lands in
the name of BCCL,
HQ, measuring
542.22 acres, out of
which no
documentary
evidences could be"
