Sl. No,Particulars,Observation
1,"Whether the company has system in place to
process all the accounting transactions through
IT system? If Yes, the implications of
processing of accounting transaction outside","Yes, the Company has migrated to SAP,
an ERP application software, from its
legacy system Coal-Net to process all its
accounting transactions with effect from"
