,"IT system on the integrity of the accounts
along with the financial implications, if any,
may be stated.","1st August, 2021. As per the information
and explanations provided to us by the
management, this application covers
mostly all the functionalities to run the
business process smoothly and
efficiently to fulfill the intense
requirement of the Company."
2,"Whether coal stock measurement was done
based on Yellow Book? Whether physical
stock measurement reports are accompanied
by contour map in all cases? Whether approval
of the competent authority was obtained for
new heap, if any, created during the year.","As per explanation and information
given to us, the coal stock measurements
of the heaps are being done as per the
Yellow Book. Coal Stock dumps are
being created by the collieries at prefix
locations for which contour plans are
prepared and approved by competent
authority in advance, i.e. prior to starting
dumping of coal. However, in some of
the cases, small stocks whose
geometrical shape are cumbersome and
not fit for measurement using contour
plan / level section, are being measured
by conventional method, even if such
stocks are having contour plans. The
stock measurement reports are
accompanied by contour plans.
For the washeries the stocks of slurry,
rejects and middling were building up
since inception of the washery, i.e. prior
to take over by BCCL. The heaps,
particularly of reject, slurry, middling
etc. are huge in shape and size. All these
heaps are not having contour plans, as
such being measured by conventional
method."
