"Description
of property","Gross
carrying
value
(₹ in
million)","Held in
name of","Whether
promoter,
director
or their
relative
or
employee","Period held
– indicate
range,
where
appropriate","Reason for not being held in name
of
company"
"Freehold
Land",1288.00,"Only in
case of
Directly
purchased
by
company
(1147.455
Ha)","Not
Applicable","Different
Dates","1. Out of the total (freehold & other
land) of 18682.195 Ha in the
possession of BCCL, 17840.084 Ha
land constitutes free hold land and
842.111 Ha other land.
2. 16692.629 Ha of freehold land
acquired on Nationalization of Coal
Mines as well as taking over of Coal
Mines Labour Welfare Organization
including Central Hospital and four
other Hospitals, Mines Rescue"
