"Descriptio
n
of
property","Gross
carrying
value.
(in ₹
Millions)","Held in
Name of","Whether
promoter,
director
or their
relative
or
employe
e","Period
held –
indicate
range,
where
appropri
ate","Reason for not
being held in
name of the
Company"
,,,,,"Act, Merger of
NCDC,
Government
transferred land
(out of which
1089.12 Ha land
has been directly
purchased and title
deeds in these cases
are held in the
name of the
Company).
Out of total land
16390.45 Ha held
in the name of the
Company, mutation
is not required for
1381.86 Ha. As
they are
Government land
transferred, forest
diverted land and
land acquired under
CBA(A&D) Act,
1957. Out of
remaining 15008.59
Ha. of land ,
9941.32 Ha has
been mutated in the"
