"Description
of property","Gross
carrying
value
(₹ in
million)","Held in
name of","Whether
promoter,
director
or their
relative
or
employee","Period held
– indicate
range,
where
appropriate","Reason for not being held in name
of
company"
,,,,,"Stations of Govt. of India, four
Washeries of SAIL, erstwhile Coal
Board and Central Jharia Projects
have been transferred to the Company
by the Govt. of India. The question
of mutation of land acquired under
Coal Mines (Nationalization) Act
1972 as well as Coal Bearing Areas
(Acquisition & Development ) Act
1957, does not arise in law , as its
right, title and interest remains vested
absolutely in the Central
Government, which is, on transfer,
exercised by BCCL, a Government
Company.
3. All other title deeds for land
acquired are in possession and are
mutated in favour of company except
in few cases of freehold lands, where
same is under progress pending legal
formalities."
Other land,332.10,"Not
Applicable","Not
Applicable","Different
Dates","838.247 Ha land is in the category of
other land which were acquired in
pursuance to Coal Mines
(Nationalisation) Act 1973, under
Coal Bearing Areas (Acquisition and
Development) Act, 1957 and Land
Acquisition Act, 1894 that does not
require title deeds separately for
corresponding land."
