"Descriptio
n
of
property","Gross
carrying
value.
(in ₹
Millions)","Held in
Name of","Whether
promoter,
director
or their
relative
or
employe
e","Period
held –
indicate
range,
where
appropri
ate","Reason for not
being held in
name of the
Company"
"Freehold
Land",1814.70,"Only in case
of directly
purchased by
the Company
(1079.75 Ha)","Not
Applicabl
e","Different
dates","Out of the total land
of 16390.45 Ha
held in the
possession of
BCCL, diverted
forest land is
334.39 Ha and
freehold land is
16056.06 Ha which
incudes 9945.88 Ha
of land is under the
category of vested
land through"
