1,"Whether the company has
system in place to process all
the accounting transactions
through IT system? If yes, the
implications of processing of
accounting transaction outside
IT system on the integrity of
the accounts along with the
financial implications, if any,
may be stated.","The Company has migrated to SAP, an ERP application
software, from its legacy system Coal-Net to process all
its accounting transactions with effect from 1st August
2021. The financial transactions are recorded through
SAP, except calculation of Performance Income,
Compensation Income, Interest Income on delayed
payment, Valuation of Closing Stock of Coal and OBR,
Coal Quality variance, Under Ground Allowance for
Executives. Further, various ageing analysis which are
required to be disclosed in the financial statements have
also been prepared manually by the Management."
2,"Whether coal stock
measurement was done based
on Yellow Book? Whether
physical stock measurement
reports accompanied by
contour map in all cases?
Whether approval of the
competent authority was
obtained for new heap, if any,
created during the year.","As per explanation and information given to us, the coal
stock measurements of the heaps are being done as per
the Yellow Book. Coal Stock dumps are being created by
the collieries at prefix locations for which contour plans
are prepared and approved by competent authorities in
advance, i.e. prior to starting to dump of coal. However,
in some of the cases, small stocks whose geometrical
shape are cumbersome and not fit for measurement using
contour plan / level section, are being measured by
conventional method, even if such stocks have contour
plans. The stock measurement reports are accompanied
by contour plans.
For the washeries the stocks of slurry, rejects and
middling were building up since inception of the
washery, i.e. prior to takeover by BCCL. The heaps,
particularly of reject, slurry, middling etc. are huge in
shape and size. All these heaps do not have contour plans,
as such being measured by conventional method.
As for the explanations and information given to us, new
heaps created during the year are having approval of
competent authority."
3,"Whether the company
conducted physical
verification exercise of assets
and properties at the time of
merger/ split/restructure of an
area. If so, whether the
concerned subsidiary","As per explanations and information given to us, there is
no case of merger / split / restructure of any Area of
BCCL during the Financial Year 2024-25."
