C,Defined Benefit Cost,,,
1,Service cost,150.90,152.50,166.80
2,"Net interest on net defined benefit
liability / (asset)",223.10,251.80,273.40
3,"Actuarial(gains)/lossesrecognizedin
OCI",30.30,(113.50),108.70
4,"Immediaterecognitionof(gains)/losses
– other long term employee benefit
plans",0.00,0.00,0.00
5,Defined Benefit Cost,404.30,290.80,548.90
