,,"The same is suitably disclosed in the
Additional Notes to Accounts vide no.
16.1 (a) (I) (i)"
4,"Whether any independent Assessment/
Certification in respect of migration process of
data from Coalnet portal to SAP has been done.","Till date no independent
assessment/certification in respect of
migration process of data from Coal-Net
portal to SAP has been obtained by
BCCL."
