Name of the Entity,Relationship,"Name of Audit
Firm","Period audited by
Previous Auditor /Other
Auditor"
"Fashnear Shenzhen
Trading Co. Ltd","Erstwhile
Subsidiary","AKGSR & Co,
New Delhi","As at and for the year
ended March 31, 2023 and
March 31, 2024"
"Meesho Payments
Private Limited",Subsidiary,"B S R &
Associates LLP,
Bengaluru","As at and for the year
ended March 31, 2023"
Meesho Inc.,"Erstwhile Holding
Company","AKGSR & Co,
New Delhi","As at and for the year
ended March 31, 2023"
