Name of the entity,Period audited by other auditors
Meesho Inc. (erstwhile Holding Company),"As at and for the year ended March 31, 2023"
"Fashnear Shenzhen Trading Co. Ltd (subsidiary of
the Holding Company)","As at and for the year ended March 31, 2024
and March 31, 2023"
"Meesho Payments Private Limited (subsidiary of the
Holding Company)*","As at and for the year ended March 31, 2023"
