,1.0% increase,1.0% decrease,1.0% increase,1.0% decrease,1.0% increase,1.0% decrease
"Discount rate (1% movement)
Future salary growth (1% movement)
Attrition rate (1% movement)","(7.85)
7.12
(1.18)","8.94
(6.51)
1.25","(3.85)
3.32
(0.47)","4.32
(3.07)
0.44","(3.48)
3.03
(1.02)","3.95
(2.78)
1.07"
