,1.0% increase,1.0% decrease,1.0% increase,1.0% decrease
"Discount rate (1% movement)
Future salary growth (1% movement)
Attrition rate (1% movement)","(5.63)
4.74
(0.07)","6.33
(4.34)
0.02","(4.48)
3.70
(0.44)","5.04
(3.41)
0.40"
