Earnings per equity share,,,,,
"( Total Comprehensive Income/ Weighted Average
number of equity shares Outstanding during the
year)",,,,,
"Basic earning per share (Face Value of INR 10 each) in
(₹)",,5.93,7.46,3.75,2.14
"Diluted earning per share (Face Value of INR 10 each)
in (₹)",,5.93,7.46,3.75,2.14
"*EPS is not annualised for the period ended
September 30, 2025",,,,,
